,Unnamed: 0,name,n_or_f,name_len
31506,31506,kristofer conway,f,16
31508,31508,kristofer dean,f,14
31509,31509,kristofer douglas,f,17
31510,31510,kristofer duncan,f,16
31511,31511,kristofer elliott,f,17
31512,31512,kristofer espinoza,f,18
31513,31513,kristofer fleming,f,17
31514,31514,kristofer franklin,f,18
31516,31516,kristofer gardner,f,17
31518,31518,kristofer harding,f,17
31519,31519,kristofer harper,f,16
31522,31522,kristofer hoover,f,16
31523,31523,kristofer hudson,f,16
31524,31524,kristofer ibarra,f,16
31525,31525,kristofer larsen,f,16
31526,31526,kristofer little,f,16
31527,31527,kristofer lloyd,f,15
31528,31528,kristofer long,f,14
31529,31529,kristofer mann,f,14
31530,31530,kristofer marshall,f,18
31531,31531,kristofer mathews,f,17
31533,31533,kristofer owens,f,15
31536,31536,kristofer pugh,f,14
31538,31538,kristofer rice,f,14
31539,31539,kristofer richard,f,17
31540,31540,kristofer richmond,f,18
31542,31542,kristofer rush,f,14
31543,31543,kristofer schmitt,f,17
31544,31544,kristofer schroeder,f,19
31545,31545,kristofer shepherd,f,18
31546,31546,kristofer simon,f,15
31547,31547,kristofer stein,f,15
31549,31549,kristofer sutton,f,16
31550,31550,kristofer tran,f,14
31551,31551,kristofer vance,f,15
31552,31552,kristofer wallace,f,17
31553,31553,kristofer webster,f,17
31554,31554,kristofer york,f,14
31555,31555,kristopher acevedo,f,18
31557,31557,kristopher atkinson,f,19
31558,31558,kristopher booth,f,16
31559,31559,kristopher byrd,f,15
31560,31560,kristopher carroll,f,18
31561,31561,kristopher castaneda,f,20
31563,31563,kristopher cisneros,f,19
31564,31564,kristopher clayton,f,18
31565,31565,kristopher cummings,f,19
31566,31566,kristopher delarosa,f,19
31567,31567,kristopher deleon,f,17
31569,31569,kristopher dunlap,f,17
31570,31570,kristopher durham,f,17
31571,31571,kristopher fields,f,17
31572,31572,kristopher gentry,f,17
31573,31573,kristopher gillespie,f,20
31574,31574,kristopher gray,f,15
31575,31575,kristopher herring,f,18
31576,31576,kristopher hobbs,f,16
31577,31577,kristopher holmes,f,17
31578,31578,kristopher huffman,f,18
31580,31580,kristopher klein,f,16
31581,31581,kristopher kramer,f,17
31583,31583,kristopher lim,f,14
31584,31584,kristopher lynch,f,16
31585,31585,kristopher lynn,f,15
31586,31586,kristopher macias,f,17
31587,31587,kristopher matthews,f,19
31588,31588,kristopher mccoy,f,16
31589,31589,kristopher miller,f,17
31590,31590,kristopher montes,f,17
31592,31592,kristopher navarro,f,18
31593,31593,kristopher owens,f,16
31594,31594,kristopher pena,f,15
31596,31596,kristopher pruitt,f,17
31597,31597,kristopher rangel,f,17
31598,31598,kristopher rubio,f,16
31600,31600,kristopher schmitt,f,18
31601,31601,kristopher scott,f,16
31602,31602,kristopher soto,f,15
31603,31603,kristopher stanton,f,18
31604,31604,kristopher stuart,f,17
31605,31605,kristopher trujillo,f,19
31608,31608,kristopher zuniga,f,17
31609,31609,kurt ayala,f,10
31610,31610,kurt barker,f,11
31611,31611,kurt benton,f,11
31612,31612,kurt berg,f,9
31613,31613,kurt branch,f,11
31614,31614,kurt brennan,f,12
31615,31615,kurt choi,f,9
31616,31616,kurt church,f,11
31617,31617,kurt dorsey,f,11
31619,31619,kurt fisher,f,11
31621,31621,kurt gallegos,f,13
31622,31622,kurt george,f,11
31623,31623,kurt griffith,f,13
31624,31624,kurt grimes,f,11
31625,31625,kurt gross,f,10
31626,31626,kurt hancock,f,12
31627,31627,kurt harmon,f,11
31628,31628,kurt haynes,f,11
31629,31629,kurt huerta,f,11
31632,31632,kurt martinez,f,13
31633,31633,kurt melton,f,11
31634,31634,kurt mendoza,f,12
31635,31635,kurt page,f,9
31636,31636,kurt peck,f,9
31637,31637,kurt potter,f,11
31638,31638,kurt reese,f,10
31639,31639,kurt sandoval,f,13
31640,31640,kurt schultz,f,12
31641,31641,kurt silva,f,10
31643,31643,kurt sullivan,f,13
31645,31645,kurt turner,f,11
31646,31646,kurt wagner,f,11
31647,31647,kurt wall,f,9
31648,31648,kurt whitney,f,12
31649,31649,kurt wu,f,7
31650,31650,kurt zamora,f,11
31655,31655,kurtis boyd,f,11
31656,31656,kurtis cain,f,11
31657,31657,kurtis cameron,f,14
31659,31659,kurtis chang,f,12
31660,31660,kurtis collins,f,14
31661,31661,kurtis compton,f,14
31662,31662,kurtis dickson,f,14
31663,31663,kurtis donovan,f,14
31664,31664,kurtis fitzpatrick,f,18
31665,31665,kurtis frederick,f,16
31666,31666,kurtis george,f,13
31667,31667,kurtis gilbert,f,14
31668,31668,kurtis grant,f,12
31669,31669,kurtis guerra,f,13
31671,31671,kurtis hickman,f,14
31672,31672,kurtis jennings,f,15
31673,31673,kurtis lam,f,10
31674,31674,kurtis macdonald,f,16
31675,31675,kurtis mcguire,f,14
31676,31676,kurtis moody,f,12
31677,31677,kurtis morse,f,12
31678,31678,kurtis nguyen,f,13
31679,31679,kurtis patrick,f,14
31680,31680,kurtis patton,f,13
31681,31681,kurtis romero,f,13
31682,31682,kurtis rosas,f,12
31683,31683,kurtis sampson,f,14
31685,31685,kurtis terrell,f,14
31687,31687,kurtis waller,f,13
31688,31688,kurtis ware,f,11
31689,31689,kurtis weeks,f,12
31690,31690,kurtis weiss,f,12
31691,31691,kurtis white,f,12
31692,31692,kyle abbott,f,11
31693,31693,kyle alexander,f,14
31695,31695,kyle bender,f,11
31697,31697,kyle buchanan,f,13
31698,31698,kyle chandler,f,13
31699,31699,kyle clayton,f,12
31700,31700,kyle conway,f,11
31701,31701,kyle day,f,8
31702,31702,kyle dejesus,f,12
31703,31703,kyle duarte,f,11
31704,31704,kyle duke,f,9
31705,31705,kyle eaton,f,10
31706,31706,kyle enriquez,f,13
31707,31707,kyle figueroa,f,13
31709,31709,kyle gilmore,f,12
31710,31710,kyle guerrero,f,13
31711,31711,kyle hartman,f,12
31712,31712,kyle horne,f,10
31713,31713,kyle hubbard,f,12
31717,31717,kyle lawson,f,11
31718,31718,kyle lucas,f,10
31719,31719,kyle marin,f,10
31720,31720,kyle mata,f,9
31721,31721,kyle mays,f,9
31722,31722,kyle miller,f,11
31723,31723,kyle mills,f,10
31724,31724,kyle montes,f,11
31725,31725,kyle montgomery,f,15
31726,31726,kyle nolan,f,10
31727,31727,kyle oliver,f,11
31728,31728,kyle ramos,f,10
31729,31729,kyle schultz,f,12
31730,31730,kyle shannon,f,12
31731,31731,kyle shepherd,f,13
31733,31733,kyle smith,f,10
31734,31734,kyle stuart,f,11
31736,31736,kyle ware,f,9
31737,31737,kyle warner,f,11
31738,31738,lacy alvarado,f,13
31739,31739,lacy barber,f,11
31740,31740,lacy barrera,f,12
31741,31741,lacy barry,f,10
31742,31742,lacy benson,f,11
31743,31743,lacy best,f,9
31744,31744,lacy black,f,10
31745,31745,lacy brock,f,10
31746,31746,lacy bruce,f,10
31748,31748,lacy chapman,f,12
31750,31750,lacy clay,f,9
31751,31751,lacy cook,f,9
31754,31754,lacy espinosa,f,13
31755,31755,lacy ford,f,9
31756,31756,lacy galvan,f,11
31757,31757,lacy gibbs,f,10
31758,31758,lacy giles,f,10
31759,31759,lacy green,f,10
31761,31761,lacy guevara,f,12
31764,31764,lacy hobbs,f,10
31765,31765,lacy houston,f,12
31766,31766,lacy hughes,f,11
31767,31767,lacy hurley,f,11
31768,31768,lacy king,f,9
31769,31769,lacy larson,f,11
31770,31770,lacy little,f,11
31772,31772,lacy lynch,f,10
31773,31773,lacy macdonald,f,14
31776,31776,lacy mcgee,f,10
31778,31778,lacy mclaughlin,f,15
31779,31779,lacy mills,f,10
31780,31780,lacy murray,f,11
31781,31781,lacy nash,f,9
31782,31782,lacy ochoa,f,10
31783,31783,lacy orr,f,8
31785,31785,lacy pham,f,9
31786,31786,lacy portillo,f,13
31788,31788,lacy prince,f,11
31790,31790,lacy roberts,f,12
31791,31791,lacy rosas,f,10
31792,31792,lacy rowland,f,12
31793,31793,lacy schultz,f,12
31794,31794,lacy sexton,f,11
31796,31796,lacy sullivan,f,13
31797,31797,lacy swanson,f,12
31800,31800,lacy tucker,f,11
31801,31801,lacy vance,f,10
31802,31802,lacy vincent,f,12
31803,31803,lacy wade,f,9
31804,31804,lamar barron,f,12
31805,31805,lamar cherry,f,12
31806,31806,lamar compton,f,13
31808,31808,lamar cunningham,f,16
31809,31809,lamar dawson,f,12
31812,31812,lamar farmer,f,12
31813,31813,lamar fowler,f,12
31814,31814,lamar frye,f,10
31815,31815,lamar gentry,f,12
31816,31816,lamar good,f,10
31817,31817,lamar graves,f,12
31818,31818,lamar greer,f,11
31820,31820,lamar heath,f,11
31821,31821,lamar kerr,f,10
31822,31822,lamar lynch,f,11
31823,31823,lamar mayo,f,10
31824,31824,lamar mcdonald,f,14
31826,31826,lamar moody,f,11
31827,31827,lamar morrow,f,12
31828,31828,lamar munoz,f,11
31829,31829,lamar nash,f,10
31830,31830,lamar olson,f,11
31832,31832,lamar park,f,10
31833,31833,lamar patterson,f,15
31834,31834,lamar rasmussen,f,15
31835,31835,lamar reilly,f,12
31837,31837,lamar sexton,f,12
31838,31838,lamar sherman,f,13
31839,31839,lamar steele,f,12
31840,31840,lamar swanson,f,13
31841,31841,lamar terry,f,11
31842,31842,lamar underwood,f,15
31843,31843,lamar valdez,f,12
31844,31844,lamar vance,f,11
31845,31845,lamar waters,f,12
31846,31846,lamar watson,f,12
31847,31847,lamar williams,f,14
31848,31848,lamont acevedo,f,14
31849,31849,lamont andersen,f,15
31852,31852,lamont carlson,f,14
31853,31853,lamont case,f,11
31854,31854,lamont charles,f,14
31855,31855,lamont christensen,f,18
31856,31856,lamont collins,f,14
31857,31857,lamont craig,f,12
31858,31858,lamont crosby,f,13
31859,31859,lamont daniels,f,14
31860,31860,lamont delacruz,f,15
31861,31861,lamont dunn,f,11
31862,31862,lamont frederick,f,16
31863,31863,lamont friedman,f,15
31864,31864,lamont frye,f,11
31865,31865,lamont giles,f,12
31866,31866,lamont hart,f,11
31868,31868,lamont hubbard,f,14
31869,31869,lamont ingram,f,13
31871,31871,lamont landry,f,13
31872,31872,lamont logan,f,12
31874,31874,lamont mcguire,f,14
31876,31876,lamont morris,f,13
31878,31878,lamont newton,f,13
31879,31879,lamont peralta,f,14
31880,31880,lamont powell,f,13
31881,31881,lamont ramsey,f,13
31882,31882,lamont ray,f,10
31885,31885,lamont shaffer,f,14
31887,31887,lamont steele,f,13
31888,31888,lamont underwood,f,16
31889,31889,lamont velazquez,f,16
31890,31890,lamont villarreal,f,17
31891,31891,lamont wilkins,f,14
31892,31892,lamont wood,f,11
31893,31893,lamont woods,f,12
31895,31895,lance aguirre,f,13
31897,31897,lance ayers,f,11
31898,31898,lance baker,f,11
31900,31900,lance bautista,f,14
31902,31902,lance bernal,f,12
31903,31903,lance bernard,f,13
31904,31904,lance bishop,f,12
31905,31905,lance blake,f,11
31906,31906,lance case,f,10
31907,31907,lance coffey,f,12
31909,31909,lance dickerson,f,15
31910,31910,lance duran,f,11
31912,31912,lance fowler,f,12
31913,31913,lance fox,f,9
31915,31915,lance gould,f,11
31916,31916,lance guerrero,f,14
31917,31917,lance hart,f,10
31918,31918,lance hicks,f,11
31919,31919,lance hoover,f,12
31920,31920,lance huerta,f,12
31921,31921,lance jenkins,f,13
31922,31922,lance johns,f,11
31923,31923,lance lara,f,10
31924,31924,lance larsen,f,12
31926,31926,lance lester,f,12
31927,31927,lance marquez,f,13
31928,31928,lance mccarty,f,13
31930,31930,lance moss,f,10
31931,31931,lance nava,f,10
31932,31932,lance patterson,f,15
31933,31933,lance pope,f,10
31934,31934,lance ramos,f,11
31937,31937,lance riley,f,11
31939,31939,lance rivas,f,11
31940,31940,lance ryan,f,10
31942,31942,lance santos,f,12
31943,31943,lance schaefer,f,14
31944,31944,lance sherman,f,13
31946,31946,lance small,f,11
31947,31947,lance sosa,f,10
31949,31949,lance stewart,f,13
31950,31950,lance stout,f,11
31951,31951,lance truong,f,12
31952,31952,lance tyler,f,11
31953,31953,lance wallace,f,13
31954,31954,lance walsh,f,11
31955,31955,lance ware,f,10
31956,31956,lance wright,f,12
31957,31957,landon alfaro,f,13
31958,31958,landon benton,f,13
31959,31959,landon cain,f,11
31960,31960,landon chan,f,11
31961,31961,landon coffey,f,13
31962,31962,landon daniels,f,14
31964,31964,landon dejesus,f,14
31967,31967,landon evans,f,12
31968,31968,landon foley,f,12
31969,31969,landon gates,f,12
31970,31970,landon george,f,13
31971,31971,landon grant,f,12
31972,31972,landon grimes,f,13
31974,31974,landon hines,f,12
31975,31975,landon huffman,f,14
31976,31976,landon james,f,12
31977,31977,landon keller,f,13
31981,31981,landon mcdowell,f,15
31983,31983,landon mckenzie,f,15
31984,31984,landon mckinney,f,15
31985,31985,landon mendoza,f,14
31989,31989,landon munoz,f,12
31991,31991,landon newton,f,13
31992,31992,landon norman,f,13
31993,31993,landon quintero,f,15
31994,31994,landon rocha,f,12
31995,31995,landon rose,f,11
31996,31996,landon schaefer,f,15
31997,31997,landon thomas,f,13
31999,31999,landon vaughn,f,13
32000,32000,landon waller,f,13
32001,32001,landon wiley,f,12
32002,32002,lane andrews,f,12
32003,32003,lane barnett,f,12
32005,32005,lane bauer,f,10
32008,32008,lane burnett,f,12
32009,32009,lane burns,f,10
32010,32010,lane cunningham,f,15
32011,32011,lane david,f,10
32014,32014,lane dorsey,f,11
32015,32015,lane duarte,f,11
32017,32017,lane fitzgerald,f,15
32019,32019,lane gilbert,f,12
32021,32021,lane hamilton,f,13
32023,32023,lane henderson,f,14
32024,32024,lane ho,f,7
32025,32025,lane kaur,f,9
32026,32026,lane koch,f,9
32027,32027,lane lane,f,9
32028,32028,lane lindsey,f,12
32030,32030,lane magana,f,11
32031,32031,lane mccarthy,f,13
32032,32032,lane mckinney,f,13
32033,32033,lane meadows,f,12
32034,32034,lane melton,f,11
32035,32035,lane morrow,f,11
32036,32036,lane morton,f,11
32038,32038,lane parsons,f,12
32039,32039,lane peck,f,9
32041,32041,lane shields,f,12
32042,32042,lane smith,f,10
32043,32043,lane stewart,f,12
32044,32044,lane summers,f,12
32045,32045,lane velez,f,10
32046,32046,lane villa,f,10
32047,32047,lane wagner,f,11
32048,32048,lane wall,f,9
32050,32050,lanny andersen,f,14
32051,32051,lanny blevins,f,13
32052,32052,lanny brooks,f,12
32053,32053,lanny burnett,f,13
32054,32054,lanny casey,f,11
32055,32055,lanny contreras,f,15
32056,32056,lanny cook,f,10
32057,32057,lanny craig,f,11
32058,32058,lanny crane,f,11
32059,32059,lanny daniels,f,13
32060,32060,lanny durham,f,12
32061,32061,lanny everett,f,13
32062,32062,lanny farmer,f,12
32063,32063,lanny gordon,f,12
32064,32064,lanny harrison,f,14
32065,32065,lanny hernandez,f,15
32066,32066,lanny hickman,f,13
32067,32067,lanny hines,f,11
32068,32068,lanny huang,f,11
32072,32072,lanny king,f,10
32073,32073,lanny kirby,f,11
32074,32074,lanny koch,f,10
32076,32076,lanny lu,f,8
32077,32077,lanny lynch,f,11
32078,32078,lanny michael,f,13
32079,32079,lanny molina,f,12
32080,32080,lanny moses,f,11
32081,32081,lanny murillo,f,13
32082,32082,lanny myers,f,11
32084,32084,lanny olson,f,11
32085,32085,lanny ortiz,f,11
32088,32088,lanny pope,f,10
32090,32090,lanny rhodes,f,12
32091,32091,lanny rodriguez,f,15
32093,32093,lanny simon,f,11
32094,32094,lanny steele,f,12
32095,32095,lanny sweeney,f,13
32096,32096,lanny vaughan,f,13
32097,32097,lanny villalobos,f,16
32098,32098,lanny wong,f,10
32099,32099,lanny wu,f,8
32100,32100,larry ahmed,f,11
32101,32101,larry austin,f,12
32102,32102,larry blair,f,11
32103,32103,larry blanchard,f,15
32104,32104,larry blankenship,f,17
32106,32106,larry brown,f,11
32107,32107,larry christensen,f,17
32108,32108,larry conley,f,12
32109,32109,larry delarosa,f,14
32111,32111,larry ellison,f,13
32112,32112,larry farley,f,12
32114,32114,larry flynn,f,11
32115,32115,larry grant,f,11
32117,32117,larry guzman,f,12
32118,32118,larry hodge,f,11
32120,32120,larry huang,f,11
32121,32121,larry jimenez,f,13
32122,32122,larry juarez,f,12
32124,32124,larry lynch,f,11
32125,32125,larry madden,f,12
32126,32126,larry magana,f,12
32127,32127,larry mann,f,10
32128,32128,larry mcdowell,f,14
32129,32129,larry meza,f,10
32130,32130,larry mills,f,11
32132,32132,larry oconnor,f,13
32133,32133,larry olsen,f,11
32134,32134,larry orr,f,9
32135,32135,larry ponce,f,11
32138,32138,larry quintana,f,14
32139,32139,larry reyna,f,11
32140,32140,larry rice,f,10
32141,32141,larry richard,f,13
32142,32142,larry rosas,f,11
32143,32143,larry roy,f,9
32144,32144,larry rubio,f,11
32145,32145,larry simpson,f,13
32146,32146,larry solomon,f,13
32147,32147,larry stanton,f,13
32148,32148,larry stephenson,f,16
32149,32149,larry stone,f,11
32150,32150,larry tang,f,10
32151,32151,larry travis,f,12
32152,32152,larry watkins,f,13
32153,32153,larry white,f,11
32154,32154,larry winters,f,13
32155,32155,larry wolfe,f,11
32156,32156,larry woodard,f,13
32158,32158,lauren bautista,f,15
32159,32159,lauren bentley,f,14
32161,32161,lauren bullock,f,14
32162,32162,lauren castillo,f,15
32163,32163,lauren contreras,f,16
32164,32164,lauren crane,f,12
32166,32166,lauren dominguez,f,16
32168,32168,lauren edwards,f,14
32169,32169,lauren faulkner,f,15
32170,32170,lauren fitzgerald,f,17
32175,32175,lauren hendricks,f,16
32176,32176,lauren hodges,f,13
32177,32177,lauren horton,f,13
32178,32178,lauren huynh,f,12
32179,32179,lauren ingram,f,13
32182,32182,lauren jensen,f,13
32183,32183,lauren johnson,f,14
32184,32184,lauren kirk,f,11
32185,32185,lauren kline,f,12
32186,32186,lauren le,f,9
32187,32187,lauren leal,f,11
32188,32188,lauren love,f,11
32190,32190,lauren mcdaniel,f,15
32191,32191,lauren mckinney,f,15
32192,32192,lauren moore,f,12
32193,32193,lauren morgan,f,13
32194,32194,lauren moyer,f,12
32195,32195,lauren murphy,f,13
32196,32196,lauren olson,f,12
32197,32197,lauren ortega,f,13
32198,32198,lauren ortiz,f,12
32200,32200,lauren potter,f,13
32201,32201,lauren potts,f,12
32202,32202,lauren randall,f,14
32203,32203,lauren smith,f,12
32204,32204,lauren sosa,f,11
32205,32205,lauren underwood,f,16
32206,32206,lauren vaughn,f,13
32207,32207,lauren walton,f,13
32208,32208,lauren ward,f,11
32209,32209,lauren west,f,11
32211,32211,lauren yates,f,12
32213,32213,laurence barnett,f,16
32214,32214,laurence blair,f,14
32217,32217,laurence chase,f,14
32218,32218,laurence cooper,f,15
32219,32219,laurence decker,f,15
32220,32220,laurence farrell,f,16
32221,32221,laurence fry,f,12
32222,32222,laurence gaines,f,15
32223,32223,laurence gilbert,f,16
32224,32224,laurence gill,f,13
32225,32225,laurence hale,f,13
32226,32226,laurence haley,f,14
32228,32228,laurence holmes,f,15
32229,32229,laurence johnson,f,16
32230,32230,laurence kelly,f,14
32231,32231,laurence le,f,11
32232,32232,laurence lewis,f,14
32234,32234,laurence lindsey,f,16
32235,32235,laurence long,f,13
32236,32236,laurence lucas,f,14
32237,32237,laurence mata,f,13
32238,32238,laurence norris,f,15
32239,32239,laurence orozco,f,15
32240,32240,laurence pennington,f,19
32241,32241,laurence phelps,f,15
32243,32243,laurence sanford,f,16
32244,32244,laurence schneider,f,18
32245,32245,laurence solomon,f,16
32246,32246,laurence stein,f,14
32247,32247,laurence stevenson,f,18
32249,32249,laurence suarez,f,15
32250,32250,laurence tanner,f,15
32251,32251,laurence turner,f,15
32253,32253,laurence vaughan,f,16
32254,32254,laurence walton,f,15
32255,32255,laurence wilkerson,f,18
32256,32256,laurence wilkinson,f,18
32257,32257,laurence yang,f,13
32258,32258,laurence yates,f,14
32259,32259,laurence zamora,f,15
32260,32260,lavern ashley,f,13
32261,32261,lavern ayers,f,12
32262,32262,lavern becker,f,13
32263,32263,lavern benson,f,13
32264,32264,lavern bowers,f,13
32266,32266,lavern bruce,f,12
32267,32267,lavern carey,f,12
32269,32269,lavern cherry,f,13
32272,32272,lavern crawford,f,15
32273,32273,lavern donovan,f,14
32274,32274,lavern duncan,f,13
32275,32275,lavern evans,f,12
32277,32277,lavern fitzpatrick,f,18
32278,32278,lavern flynn,f,12
32279,32279,lavern foley,f,12
32281,32281,lavern gomez,f,12
32283,32283,lavern harmon,f,13
32284,32284,lavern hobbs,f,12
32285,32285,lavern house,f,12
32286,32286,lavern humphrey,f,15
32287,32287,lavern jacobson,f,15
32288,32288,lavern kerr,f,11
32289,32289,lavern lang,f,11
32290,32290,lavern lopez,f,12
32291,32291,lavern marin,f,12
32292,32292,lavern marshall,f,15
32293,32293,lavern massey,f,13
32294,32294,lavern mcintyre,f,15
32295,32295,lavern middleton,f,16
32296,32296,lavern nolan,f,12
32297,32297,lavern ochoa,f,12
32298,32298,lavern oneill,f,13
32299,32299,lavern proctor,f,14
32301,32301,lavern reyna,f,12
32302,32302,lavern roach,f,12
32303,32303,lavern sheppard,f,15
32304,32304,lavern steele,f,13
32305,32305,lavern wilcox,f,13
32307,32307,lavern williams,f,15
32308,32308,laverne ahmed,f,13
32309,32309,laverne arellano,f,16
32311,32311,laverne baker,f,13
32312,32312,laverne burch,f,13
32313,32313,laverne cain,f,12
32314,32314,laverne cisneros,f,16
32315,32315,laverne clements,f,16
32316,32316,laverne compton,f,15
32318,32318,laverne donaldson,f,17
32319,32319,laverne dudley,f,14
32320,32320,laverne dunlap,f,14
32321,32321,laverne espinosa,f,16
32322,32322,laverne fernandez,f,17
32323,32323,laverne fisher,f,14
32324,32324,laverne franco,f,14
32325,32325,laverne franklin,f,16
32327,32327,laverne frye,f,12
32328,32328,laverne garrison,f,16
32329,32329,laverne goodwin,f,15
32331,32331,laverne jennings,f,16
32333,32333,laverne mack,f,12
32334,32334,laverne mckay,f,13
32335,32335,laverne mendoza,f,15
32336,32336,laverne miles,f,13
32337,32337,laverne morrison,f,16
32339,32339,laverne oliver,f,14
32340,32340,laverne richards,f,16
32341,32341,laverne richardson,f,18
32342,32342,laverne robbins,f,15
32343,32343,laverne rojas,f,13
32344,32344,laverne rosario,f,15
32345,32345,laverne sandoval,f,16
32346,32346,laverne scott,f,13
32347,32347,laverne sheppard,f,16
32348,32348,laverne wong,f,12
32349,32349,laverne young,f,13
32350,32350,laverne zamora,f,14
32351,32351,lawerence ali,f,13
32352,32352,lawerence anthony,f,17
32353,32353,lawerence armstrong,f,19
32354,32354,lawerence ball,f,14
32355,32355,lawerence benitez,f,17
32357,32357,lawerence booker,f,16
32358,32358,lawerence burgess,f,17
32359,32359,lawerence burnett,f,17
32360,32360,lawerence carey,f,15
32361,32361,lawerence charles,f,17
32362,32362,lawerence cherry,f,16
32363,32363,lawerence clark,f,15
32364,32364,lawerence conley,f,16
32365,32365,lawerence copeland,f,18
32366,32366,lawerence delgado,f,17
32367,32367,lawerence diaz,f,14
32368,32368,lawerence dickerson,f,19
32369,32369,lawerence dixon,f,15
32371,32371,lawerence escobar,f,17
32372,32372,lawerence fernandez,f,19
32374,32374,lawerence friedman,f,18
32375,32375,lawerence goodwin,f,17
32376,32376,lawerence green,f,15
32377,32377,lawerence howe,f,14
32378,32378,lawerence jordan,f,16
32379,32379,lawerence knapp,f,15
32380,32380,lawerence li,f,12
32381,32381,lawerence macias,f,16
32382,32382,lawerence martinez,f,18
32384,32384,lawerence mcbride,f,17
32385,32385,lawerence mccarthy,f,18
32386,32386,lawerence mills,f,15
32387,32387,lawerence molina,f,16
32389,32389,lawerence moses,f,15
32390,32390,lawerence myers,f,15
32391,32391,lawerence norman,f,16
32392,32392,lawerence novak,f,15
32395,32395,lawerence palmer,f,16
32396,32396,lawerence pierce,f,16
32397,32397,lawerence reid,f,14
32398,32398,lawerence riley,f,15
32399,32399,lawerence robles,f,16
32401,32401,lawerence salazar,f,17
32402,32402,lawerence sosa,f,14
32403,32403,lawerence wilson,f,16
32404,32404,lawerence wyatt,f,15
32405,32405,lawerence yoder,f,15
32406,32406,lawrence arellano,f,17
32407,32407,lawrence arnold,f,15
32408,32408,lawrence barber,f,15
32410,32410,lawrence becker,f,15
32414,32414,lawrence cross,f,14
32415,32415,lawrence estes,f,14
32416,32416,lawrence fletcher,f,17
32417,32417,lawrence garza,f,14
32418,32418,lawrence gonzales,f,17
32419,32419,lawrence gonzalez,f,17
32420,32420,lawrence graves,f,15
32422,32422,lawrence hanson,f,15
32424,32424,lawrence hendricks,f,18
32425,32425,lawrence henry,f,14
32426,32426,lawrence hughes,f,15
32427,32427,lawrence lawson,f,15
32428,32428,lawrence leon,f,13
32429,32429,lawrence levy,f,13
32430,32430,lawrence mayer,f,14
32431,32431,lawrence mckay,f,14
32432,32432,lawrence mckinney,f,17
32433,32433,lawrence mejia,f,14
32436,32436,lawrence mills,f,14
32437,32437,lawrence morales,f,16
32438,32438,lawrence neal,f,13
32439,32439,lawrence odonnell,f,17
32440,32440,lawrence palmer,f,15
32441,32441,lawrence parsons,f,16
32442,32442,lawrence peck,f,13
32443,32443,lawrence perry,f,14
32444,32444,lawrence pineda,f,15
32445,32445,lawrence pitts,f,14
32446,32446,lawrence proctor,f,16
32447,32447,lawrence quintana,f,17
32448,32448,lawrence riley,f,14
32449,32449,lawrence roberts,f,16
32451,32451,lawrence sloan,f,14
32452,32452,lawrence stein,f,14
32453,32453,lawrence townsend,f,17
32454,32454,lawrence vaughan,f,16
32456,32456,lazaro andrade,f,14
32457,32457,lazaro arnold,f,13
32458,32458,lazaro booth,f,12
32460,32460,lazaro carpenter,f,16
32461,32461,lazaro cobb,f,11
32463,32463,lazaro escobar,f,14
32464,32464,lazaro greene,f,13
32465,32465,lazaro gregory,f,14
32468,32468,lazaro hinton,f,13
32469,32469,lazaro holloway,f,15
32472,32472,lazaro lawrence,f,15
32473,32473,lazaro le,f,9
32474,32474,lazaro logan,f,12
32475,32475,lazaro massey,f,13
32477,32477,lazaro olson,f,12
32478,32478,lazaro owens,f,12
32479,32479,lazaro ray,f,10
32481,32481,lazaro roach,f,12
32483,32483,lazaro rush,f,11
32484,32484,lazaro shaffer,f,14
32485,32485,lazaro stanley,f,14
32489,32489,lazaro vega,f,11
32491,32491,lazaro wong,f,11
32492,32492,lazaro wright,f,13
32493,32493,leandro avery,f,13
32494,32494,leandro baldwin,f,15
32495,32495,leandro barton,f,14
32496,32496,leandro baxter,f,14
32497,32497,leandro blackburn,f,17
32498,32498,leandro boyle,f,13
32499,32499,leandro burgess,f,15
32500,32500,leandro cano,f,12
32501,32501,leandro carpenter,f,17
32502,32502,leandro carr,f,12
32503,32503,leandro chapman,f,15
32504,32504,leandro clay,f,12
32505,32505,leandro coffey,f,14
32506,32506,leandro cummings,f,16
32507,32507,leandro delacruz,f,16
32508,32508,leandro dougherty,f,17
32509,32509,leandro garza,f,13
32510,32510,leandro gibbs,f,13
32511,32511,leandro gutierrez,f,17
32512,32512,leandro haley,f,13
32513,32513,leandro hines,f,13
32514,32514,leandro hodge,f,13
32515,32515,leandro ibarra,f,14
32516,32516,leandro jackson,f,15
32517,32517,leandro kerr,f,12
32518,32518,leandro kirby,f,13
32520,32520,leandro liu,f,11
32521,32521,leandro lowe,f,12
32522,32522,leandro mckay,f,13
32523,32523,leandro mclaughlin,f,18
32524,32524,leandro montgomery,f,18
32525,32525,leandro moses,f,13
32526,32526,leandro parra,f,13
32527,32527,leandro patton,f,14
32528,32528,leandro rangel,f,14
32529,32529,leandro stewart,f,15
32530,32530,leandro terrell,f,15
32531,32531,leandro tucker,f,14
32532,32532,leandro vaughan,f,15
32534,32534,leandro wilkins,f,15
32536,32536,leandro wolfe,f,13
32537,32537,leandro woods,f,13
32538,32538,lee aguilar,f,11
32539,32539,lee barry,f,9
32540,32540,lee bass,f,8
